obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""23119.8""","=""""","=""1.35e+05""","=""1.32e+00""","=""9.04e+03""","=""1.075""",B+,"=""7.753238""","=""7.806865""","=""3s2.3p.6d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""25378.1""","=""""","=""1.11e+04""","=""1.78e-01""","=""4.46e+02""","=""-0.272""",B+,"=""7.0644034""","=""7.1132583""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.4d""","=""3F*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""25931.6""","=""""","=""1.23e+04""","=""1.60e-01""","=""9.56e+02""","=""0.049""",B+,"=""7.0916515""","=""7.1394636""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.4d""","=""3F*""","=""4""",7,9,,"=""T6066LS""","=""""",
"=""""","=""26524.6""","=""""","=""1.43e-01""","=""9.03e-07""","=""3.94e-03""","=""-5.345""",E,"=""6.2226912""","=""6.2694342""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""28184.8""","=""""","=""1.50e+03""","=""1.79e-02""","=""8.30e+01""","=""-1.048""",C+,"=""7.0692685""","=""7.1132583""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3F*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""28252""","=""""","=""2.59e+03""","=""2.21e-02""","=""1.44e+02""","=""-0.811""",C,"=""7.739221""","=""7.783107""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3D*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""28412""","=""""","=""5.77e+04""","=""5.71e-01""","=""5.88e+03""","=""0.798""",B,"=""7.907956""","=""7.951594""","=""3s2.3p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""","=""3s2.3p.8d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""30619.1""","=""""","=""2.33e+01""","=""3.27e-04""","=""1.65e+00""","=""-2.786""",E,"=""7.0287762""","=""7.0692685""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""31521""","=""""","=""6.40e+01""","=""1.59e-03""","=""4.95e+00""","=""-2.321""",D,"=""7.029935""","=""7.0692685""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""31959""","=""""","=""2.50e+04""","=""1.28e-01""","=""4.05e+02""","=""-0.416""",B+,"=""7.643299""","=""7.682093""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""","=""3s2.3p.5d""","=""3P*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""32211.4""","=""""","=""1.51e+00""","=""2.34e-05""","=""1.24e-01""","=""-3.932""",D,"=""6.2226912""","=""6.2611819""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""34692""","=""""","=""4.92e+03""","=""8.87e-02""","=""3.04e+02""","=""-0.575""",B,"=""7.6433624""","=""7.679101""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""","=""3s2.3p.5d""","=""3P*""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""34800.4""","=""""","=""1.76e+00""","=""1.92e-05""","=""1.10e-01""","=""-4.018""",E,"=""7.0287762""","=""7.0644034""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""35970""","=""""","=""2.39e+01""","=""4.64e-04""","=""1.65e+00""","=""-2.856""",E,"=""7.029935""","=""7.0644034""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""36090.5""","=""""","=""4.17e+03""","=""4.88e-02""","=""2.90e+02""","=""-0.613""",B,"=""7.0055221""","=""7.0398757""","=""3s2.3p.4d""","=""1D*""","=""2""","=""3s2.3p.5p""","=""1P""","=""1""",5,3,,"=""T6066""","=""""",
"=""""","=""37392""","=""""","=""6.21e+04""","=""1.59e+00""","=""1.76e+04""","=""1.156""",B,"=""7.8747985""","=""7.907956""","=""3s2.3p.7d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""39595.6""","=""""","=""3.88e+02""","=""9.11e-03""","=""8.31e+01""","=""-1.195""",C+,"=""7.0916515""","=""7.1229641""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.4d""","=""3F*""","=""3""",7,7,,"=""T6066LS""","=""""",
"=""""","=""40837""","=""""","=""2.19e+01""","=""1.64e-03""","=""2.20e+00""","=""-2.785""",E,"=""7.034043""","=""7.0644034""","=""3s2.3p.4d""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3D""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""44811.5""","=""""","=""3.49e-10""","=""5.25e-14""","=""2.82e+01""","=""-13.28""",D+,"=""0.0000000""","=""0.0276679""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p2""","=""3P""","=""2""",1,5,E2,"=""c22""","=""""",
"=""""","=""45836""","=""""","=""1.70e+03""","=""3.22e-02""","=""2.43e+02""","=""-0.793""",C,"=""7.882339""","=""7.909388""","=""3s2.3p.7d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""46153""","=""""","=""4.53e+03""","=""4.34e-01""","=""6.59e+02""","=""-0.363""",D+,"=""7.882525""","=""7.909388""","=""3s2.3p.(2P*<1/2>).9s<1/2>""","=""(1/2,1/2)*""","=""0""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""47400""","=""""","=""7.62e+02""","=""1.54e-02""","=""1.20e+02""","=""-1.114""",B,"=""7.783107""","=""7.809264""","=""3s2.3p.6d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""49996""","=""""","=""2.63e+02""","=""5.91e-03""","=""4.86e+01""","=""-1.529""",C+,"=""7.618564""","=""7.6433624""","=""3s2.3p.5d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""51529""","=""""","=""6.01e+01""","=""3.99e-03""","=""2.03e+01""","=""-1.922""",C,"=""7.6433624""","=""7.667423""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""","=""3s2.3p.5d""","=""3P*""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""57382.2""","=""""","=""5.02e+00""","=""1.77e-04""","=""2.34e+00""","=""-2.907""",D,"=""7.0916515""","=""7.1132583""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.4d""","=""3F*""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""63183""","=""""","=""3.45e+01""","=""1.24e-03""","=""1.29e+01""","=""-2.208""",C,"=""7.319059""","=""7.338682""","=""3s2.3p.4d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""68473.5""","=""""","=""1.21e-10""","=""1.42e-14""","=""8.11e+01""","=""-13.37""",D+,"=""0.0095610""","=""0.0276679""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""3P""","=""2""",3,5,E2,"=""c22,T4209""","=""""",
"=""""","=""68473.5""","=""""","=""4.21e-05""","=""4.93e-09""","=""2.50e+00""","=""-7.83""",B+,"=""0.0095610""","=""0.0276679""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""3P""","=""2""",3,5,M1,"=""c22,T4209""","=""""",
"=""""","=""69244""","=""""","=""2.01e+03""","=""1.86e-01""","=""2.97e+03""","=""0.115""",B+,"=""7.526402""","=""7.5443078""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.5d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""72780""","=""""","=""5.59e+03""","=""1.48e-01""","=""1.06e+03""","=""-0.353""",B+,"=""7.809264""","=""7.826299""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""","=""3s2.3p.6d""","=""3P*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""73470""","=""""","=""2.48e+02""","=""2.01e-02""","=""1.46e+02""","=""-1.220""",C+,"=""7.626487""","=""7.6433624""","=""3s2.3p.5d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""74654""","=""""","=""6.28e+01""","=""5.25e-03""","=""3.87e+01""","=""-1.803""",C+,"=""7.3220738""","=""7.338682""","=""3s2.3p.4d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""88456""","=""""","=""2.28e+03""","=""3.44e-01""","=""7.01e+03""","=""0.382""",B,"=""7.739221""","=""7.753238""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""89767""","=""""","=""7.43e+02""","=""8.97e-02""","=""7.95e+02""","=""-0.570""",B+,"=""7.809264""","=""7.823076""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""","=""3s2.3p.6d""","=""3P*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""129676""","=""""","=""8.25e-06""","=""6.24e-09""","=""2.00e+00""","=""-8.20""",B+,"=""0.0000000""","=""0.0095610""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p2""","=""3P""","=""1""",1,3,M1,"=""c22,T4209""","=""""",
"=""""","=""219010""","=""""","=""2.34e-15""","=""3.93e-18""","=""7.37e-01""","=""-16.93""",D,"=""5.6135319""","=""5.6191930""","=""3s.3p3""","=""3D*""","=""1""","=""3s.3p3""","=""3D*""","=""3""",3,7,E2,"=""c22""","=""""",
"=""""","=""354370""","=""""","=""2.43e-15""","=""6.40e-18""","=""8.48e+00""","=""-16.49""",D+,"=""5.6156943""","=""5.6191930""","=""3s.3p3""","=""3D*""","=""2""","=""3s.3p3""","=""3D*""","=""3""",5,7,E2,"=""c22""","=""""",
"=""""","=""354370""","=""""","=""4.04e-07""","=""1.06e-09""","=""4.67e+00""","=""-8.28""",D+,"=""5.6156943""","=""5.6191930""","=""3s.3p3""","=""3D*""","=""2""","=""3s.3p3""","=""3D*""","=""3""",5,7,M1,"=""c22""","=""""",
"=""""","=""573360""","=""""","=""3.46e-16""","=""2.84e-18""","=""9.58e+00""","=""-17.07""",D+,"=""5.6135319""","=""5.6156943""","=""3s.3p3""","=""3D*""","=""1""","=""3s.3p3""","=""3D*""","=""2""",3,5,E2,"=""c22""","=""""",
"=""""","=""573360""","=""""","=""1.29e-07""","=""1.06e-09""","=""4.50e+00""","=""-8.50""",D+,"=""5.6135319""","=""5.6156943""","=""3s.3p3""","=""3D*""","=""1""","=""3s.3p3""","=""3D*""","=""2""",3,5,M1,"=""c22""","=""""",
